CustomerID,Name,Email,Phone,City,Country,Age,Gender,AccountBalance,ActiveCustomer
CUST1078,Amanda Vasquez,tranjeffrey@gmail.com,625.794.4381x831,Jonesside,Saint Vincent and the Grenadines,55,Female,47463.02,0
CUST1079,Maureen Stanley,deborahgonzales@yahoo.com,066.540.2412x358,Anthonyhaven,Thailand,54,Female,65067.23,0
CUST1080,Clinton Rodriguez,lucashull@hotmail.com,970.232.5445x87276,Lake Jacobshire,Antigua and Barbuda,27,Female,48023.05,1
CUST1081,Taylor Wood,grayphyllis@wheeler-wong.com,001-673-547-8867,Mahoneyfurt,Suriname,54,Female,5712.92,0
CUST1082,Zachary Scott,stephaniecunningham@hotmail.com,+1-259-835-1535,South Paulton,Saint Kitts and Nevis,44,Female,76838.0,1
CUST1083,Megan Gilmore,fdiaz@thompson.com,+1-601-501-1346x93550,New Karenshire,Maldives,22,Other,48720.42,1
CUST1084,Jenna Garcia,mcdonaldchristopher@hotmail.com,001-094-296-9989x1581,Port Ronald,Poland,42,Female,38164.94,0
CUST1085,Diana Martinez,younglee@hotmail.com,589-223-1168,Williamsside,Georgia,31,Other,7871.94,0
CUST1086,Scott Rios,mark15@yahoo.com,836.461.9378x86472,South Cole,Tuvalu,56,Female,13317.02,1
CUST1087,Christina Taylor,steven69@trujillo.biz,001-439-204-9680,Williamberg,Jersey,62,Other,71651.72,1
CUST1088,Loretta Hansen,sarahphelps@gmail.com,(056)540-9069x6465,North Johnstad,Lao People's Democratic Republic,37,Female,43459.33,0
CUST1089,Sean Smith,boylechristine@gmail.com,173-976-5419,Francisport,Albania,41,Male,22275.9,1
CUST1090,Kenneth Page,colehernandez@gmail.com,295-451-5651x28937,South Ashleyshire,Taiwan,26,Other,61287.12,0
CUST1091,Ann Graham,boydchristine@mcintosh.com,+1-396-884-9446x5983,Lawrenceburgh,Germany,27,Female,64972.36,1
CUST1092,Stacey Mcclure,pachecodouglas@adams.com,001-851-949-4477x134,Duffybury,Chile,62,Male,22347.78,0
CUST1093,Nancy Webster,rsmith@gmail.com,423-004-0002x6639,Bruceton,Belgium,41,Female,32828.79,0
CUST1094,Paige Franklin,bettywright@riley.net,+1-181-257-4474x3448,West Davidhaven,Bangladesh,35,Other,31567.42,0
CUST1095,Brett Gordon,rebecca28@hotmail.com,566.550.0723,Lake Michelle,Nepal,57,Female,29361.47,1
CUST1096,Tim Hall,traci71@foster.com,494-566-4588,Port Jasonfurt,New Zealand,66,Male,68919.04,0
CUST1097,James Hendrix,christianwalter@mullins-carroll.com,+1-052-982-6206,Ballardtown,Pakistan,47,Female,56695.78,1
CUST1098,Mark Hurley,martinmichael@rivas.com,(842)246-3420x590,Millerbury,Belarus,31,Female,17296.65,1
CUST1099,Joshua Fry,garcianancy@hotmail.com,(305)737-8096,Goodmanside,Saint Lucia,64,Female,47400.83,1
CUST1100,Jennifer Benitez,phillipskyle@gmail.com,419.760.8621,Parkerport,Uganda,43,Male,36445.95,0
CUST1101,David White,xavier78@roberts-cummings.com,349.716.8705,Whitehaven,Russian Federation,34,Male,31826.83,1
CUST1102,Deanna Clark,valdezeric@yahoo.com,665.203.9319x41829,Murrayhaven,Bolivia,26,Female,14967.9,1
CUST1103,Melissa Thomas,bonnie67@yahoo.com,001-687-693-3946x249,East Stephanieview,Kyrgyz Republic,18,Female,22442.32,1
CUST1104,Michael Gonzales,matthew79@yahoo.com,428.529.1785,Barkertown,Nicaragua,67,Female,46490.49,0
CUST1105,Courtney Martin,brownelizabeth@yahoo.com,544-678-1241x554,Deanchester,Nigeria,50,Other,19988.4,0
CUST1106,Jamie Clements,ronaldtorres@yahoo.com,+1-164-857-8383x2466,Robertmouth,Ukraine,41,Male,9438.12,1
CUST1107,Stephen Walker,luis95@yahoo.com,486.924.0745x509,East Michael,Botswana,35,Male,89696.53,1
CUST1108,Sarah Jones,tara27@gmail.com,4233196710,Port Sueshire,Seychelles,35,Other,96128.55,0
CUST1109,Erica Lee,kcarroll@yahoo.com,+1-420-621-0645x062,West Marc,Luxembourg,46,Other,46842.85,0
CUST1110,Anthony Payne,mario99@khan-blevins.com,647.470.8714,Jonesborough,Iceland,66,Other,95213.82,1
CUST1111,Kimberly Hoffman,elizabeth89@brooks-mejia.com,001-960-967-2838x351,Weaverside,Ghana,44,Female,63240.43,0
CUST1112,Sarah Mendoza,lindsay29@stephens.org,(063)713-1515x1907,Freemanstad,Tonga,22,Male,97750.64,0
CUST1113,Harold Mccall,marvinhart@jones.com,+1-819-710-5817x66323,South Jeremy,Burkina Faso,58,Male,98968.31,0
CUST1114,Jose Lowery,scottjoy@green-townsend.org,(285)648-8336x807,Ginamouth,Honduras,60,Other,60293.33,1
CUST1115,Jennifer Jensen,cody98@jacobson.biz,5646498278,Port Alyssa,Hong Kong,33,Female,52776.39,1
CUST1116,Jackson Lopez,ismith@horton-james.biz,202.361.9572,Seanville,Sudan,46,Other,11972.1,0
CUST1117,Veronica Lewis,jessica47@hotmail.com,516.580.2947x19325,East Patrick,Belarus,47,Male,24656.91,1
CUST1118,Laura Sanchez,rasmussenannette@neal.com,001-369-674-4750x465,Grantmouth,French Southern Territories,45,Other,18480.32,1
CUST1119,Dillon Austin,bsanders@martin-anderson.com,461-184-9098,New Jamesstad,United States Virgin Islands,34,Female,31729.66,1
CUST1120,Lisa Montes,williamsdavid@farrell-padilla.com,+1-087-317-0358,East Tiffany,San Marino,46,Other,76427.58,1
CUST1121,Danny Nelson,xhaynes@martinez-bailey.biz,+1-040-093-6788x2991,Tannershire,Kazakhstan,33,Female,81305.71,1
CUST1122,Susan Daniels,stewartcolleen@nelson.biz,(733)881-6685x396,Marquezfurt,Colombia,26,Other,81281.34,0
CUST1123,Preston Moreno,trusso@hotmail.com,5975117492,Lake Michelefurt,Saint Lucia,64,Female,94709.65,0
CUST1124,Richard Deleon,vlewis@maldonado.com,646-868-5020,North Maryburgh,United Arab Emirates,40,Female,49360.49,1
CUST1125,Jennifer Smith,lynchseth@lowe.org,(281)391-3396x11849,New Brett,Seychelles,69,Male,84958.4,0
CUST1126,Larry Jackson,fmiles@kent-rodriguez.com,068-426-2064x567,South Davidside,Lebanon,63,Female,66974.85,0
CUST1127,Chelsea Jackson,athomas@yahoo.com,622-034-9857x778,Christopherton,Iceland,65,Other,96905.6,1
CUST1128,James Adams,jennifer81@bond.com,001-822-117-4066x325,North Nicholas,Haiti,53,Other,87384.12,0
CUST1129,John Morgan,chenkimberly@kennedy-brooks.com,592-140-5156x23428,Cabreraview,Cayman Islands,23,Female,83599.75,0
CUST1130,Larry Quinn,brandiross@young-carter.com,(693)586-5965x860,Justinview,Cambodia,33,Female,42819.61,0
CUST1131,Michael Davis,tbutler@yahoo.com,449-329-3215x181,West Kelly,Dominican Republic,45,Male,25449.97,1
CUST1132,Scott Garcia,qclark@diaz.com,(356)392-0838,Johnsonborough,Sri Lanka,64,Male,45624.36,1
CUST1133,Derek Cole,christophersmith@williamson.com,001-144-259-0226x303,North Elizabeth,Togo,54,Other,13333.63,1
CUST1134,Stephanie Dunn,corey10@jones-bradley.com,(563)900-8834x723,Karenhaven,Ukraine,28,Male,71158.71,0
CUST1135,Cody Warren,william21@hotmail.com,001-801-470-9248x658,South Barbaraberg,Antigua and Barbuda,70,Male,17596.91,0
CUST1136,Todd Fritz,michaelmcdonald@welch.com,001-319-284-9114,Lake Laura,Falkland Islands (Malvinas),18,Male,12352.61,0
CUST1137,Darrell Gomez DDS,kevin68@yahoo.com,001-540-497-5219x19181,South Jasonbury,Guadeloupe,67,Other,8749.7,0
CUST1138,Fernando Miller,brian12@richardson.com,(831)126-7847,East Matthew,Barbados,52,Male,30863.59,0
CUST1139,Richard Alvarez,fowlerchristine@hardin-sims.org,684.321.5762x109,Alisontown,Montenegro,40,Male,86834.89,0
CUST1140,Amanda Thompson,foleysarah@torres.com,+1-838-545-9292x331,Torresburgh,Uganda,27,Male,37324.27,0
CUST1141,Jason Davis,ryan06@yahoo.com,001-070-417-3594,Nicoleshire,New Caledonia,60,Male,16767.7,0
CUST1142,Scott Williams,nicholas27@martin.info,(192)580-5646,Port Stevenchester,United States Virgin Islands,31,Female,13831.99,1
CUST1143,Thomas Love,christian81@yahoo.com,(499)072-4239,Isabelchester,Belgium,70,Other,65483.13,1
CUST1144,Scott Foster,jwalker@wheeler-french.com,(924)583-3660x07831,North Emily,Mongolia,19,Male,39784.45,0
CUST1145,James Hernandez,mejiamichelle@thompson.com,851.084.6952x319,Olsonbury,Martinique,39,Female,77810.11,1
CUST1146,Steven Parker,reedmadison@miller.info,+1-511-035-9287x358,Evanfurt,Philippines,28,Other,90402.11,1
CUST1147,Corey Barnett,kmorris@yahoo.com,874-404-8627x1243,Smithview,Korea,36,Other,89353.61,1
CUST1148,Cheryl Myers,ukent@gmail.com,001-163-560-0745x1251,Stephenview,Australia,28,Female,89283.5,0
CUST1149,Kelsey Johnson,wangrobert@gmail.com,001-144-735-0474x74045,North Jefferyfort,Gambia,67,Female,90829.16,0
CUST1150,Beth Williams,mary97@frye.com,631.346.3072x10460,Jerryville,Paraguay,32,Female,42767.73,0
CUST1151,Debra Duncan,howardhenderson@hotmail.com,000-303-2881x7370,East Brooke,Syrian Arab Republic,30,Female,13963.36,1
CUST1152,Michael Turner,andersonkayla@yahoo.com,+1-486-349-0748x1149,Nortonburgh,Nepal,51,Male,53742.86,0
CUST1153,Nichole Sanchez,athomas@yahoo.com,980.835.5239x0141,North Bradley,Solomon Islands,34,Other,68116.92,0
CUST1154,Jacqueline Wade,burnettshawn@yahoo.com,651-747-0684x46318,Mendozafurt,Botswana,30,Male,37001.98,1
CUST1155,Derrick Alvarado,hstrickland@nelson-cooper.net,0110670141,Velazquezborough,Guernsey,44,Male,64223.91,0
CUST1156,Jon Thomas,tammy07@bauer.com,274-057-2292x12262,Dawnfort,Vanuatu,27,Other,84929.15,0
CUST1157,Kelsey Castillo,antonio30@stewart.org,+1-830-454-2051x457,South Erintown,Timor-Leste,56,Female,42518.38,0
CUST1158,Jonathan Scott,jessicalopez@yahoo.com,+1-111-108-3061x0395,New Katherine,Cayman Islands,20,Female,66273.76,1
CUST1159,Mary Chapman,tmartin@garcia.com,(785)370-4604,Mariahmouth,Armenia,40,Other,5156.07,0
CUST1160,Joe Rodriguez,iflores@grimes-lane.net,(180)469-7598x45366,Smithview,Tonga,63,Female,13399.51,0
CUST1161,Christina Walker,yavery@gmail.com,360-741-4692,New Jon,Cape Verde,55,Female,29217.63,0
CUST1162,Daniel Young,mayala@hotmail.com,701.210.0401,Courtneyhaven,Japan,49,Male,6672.2,0
CUST1163,Russell Wiggins,hutchinsonmichael@smith.org,+1-623-581-3052x567,Stoneberg,Bouvet Island (Bouvetoya),24,Female,12853.46,0
CUST1164,David Carlson,zmarshall@gmail.com,827-291-8352x68049,East Tyronetown,Tunisia,64,Other,46285.52,1
CUST1165,Christopher Moore,robbinsfrances@hotmail.com,(354)036-3737x65837,New Jessica,Christmas Island,45,Other,34798.0,1
CUST1166,Robert Johnson,warren63@hotmail.com,665-594-0876x312,Donnashire,Marshall Islands,27,Other,19749.44,0
CUST1167,Ryan Chen,mcmillanmichael@burns.com,1154014586,South Benjamin,Poland,56,Female,17925.05,1
CUST1168,Diana Sanders,bmendoza@gmail.com,144.218.9481,New Jonathanton,Samoa,36,Other,14513.65,0
CUST1169,Elizabeth White,jordandeborah@yahoo.com,982-426-3467,North Catherine,Botswana,54,Female,9874.5,1
CUST1170,Tiffany Peterson,davidlandry@hotmail.com,(651)124-3059x48201,East Charlesville,Netherlands,48,Female,18912.66,1
CUST1171,Austin Yu,jamesbrown@myers-garner.com,450-979-5155x13299,North Rebecca,Guinea-Bissau,38,Male,64850.11,0
CUST1172,Aaron Matthews,hicksshawn@hotmail.com,+1-875-687-1141x32945,North Brandonberg,Grenada,33,Other,55925.66,0
CUST1173,Rhonda Lopez,christine79@yahoo.com,971-766-6184,Kimtown,Saint Vincent and the Grenadines,60,Female,89290.53,0
CUST1174,Crystal Soto,fieldscrystal@hotmail.com,386.059.5219x37090,Port Jesseport,Peru,20,Other,12980.1,0
CUST1175,Allison Ellis,usmith@gmail.com,+1-092-953-2513,Lake Patricia,Fiji,25,Male,68284.17,1
CUST1176,Michael Davis,lmatthews@buckley.com,958-384-9769x21651,Shermanfort,Japan,47,Female,89327.9,0
CUST1177,Victoria Roberts,jerrygilbert@morgan-roberts.com,924.447.4032x398,New Sandra,Oman,28,Other,6853.07,0
CUST1178,Sarah Johnson,vstevens@gutierrez.org,001-173-043-6381x1946,North Heidi,Bhutan,48,Male,8369.87,0
CUST1179,Anthony Roman,lortega@stewart.com,783.720.0464,Jamesshire,Isle of Man,37,Other,3960.04,1
CUST1180,Mrs. Melissa Reed DDS,dmcconnell@hotmail.com,001-249-787-0717x4744,South Stephaniehaven,Marshall Islands,60,Female,69086.12,0
CUST1181,Christy Gutierrez,christophergonzales@gamble.com,(630)244-5332x2538,Warefurt,Russian Federation,67,Female,20127.52,0
CUST1182,Samantha Roberts,daniel40@yahoo.com,(943)120-4256x74741,South Tammystad,Aruba,51,Male,64557.52,0
CUST1183,Mr. Andrew Vasquez,edavis@gmail.com,8616913957,North Nicholas,Martinique,24,Male,80812.82,0
CUST1184,Andrew Williams,hardingjustin@goodman.com,(073)004-7175x66673,North Dominiqueton,Italy,34,Male,95445.07,1
CUST1185,Rachael Jones,ywood@hill-williams.com,(852)702-9215,Dustinmouth,Kyrgyz Republic,43,Male,40436.06,1
CUST1186,Patrick Conrad,staffordashley@hotmail.com,143-507-9785,Younghaven,Greenland,38,Male,85256.89,0
CUST1187,Joshua Stevenson,stephaniewilson@hotmail.com,(942)871-7652x1493,Port Summermouth,Honduras,19,Female,54023.42,0
CUST1188,Linda Ross,richardreed@hotmail.com,(252)285-0086x21957,Royfurt,Nauru,59,Other,89744.64,1
CUST1189,Mr. Kyle Martin,anthony19@yahoo.com,2455355811,Reyesland,Morocco,45,Male,41724.82,0
CUST1190,Yolanda May,christopherschmitt@barron.com,685.340.5693x77623,Mitchellton,Switzerland,70,Male,36294.28,0
CUST1191,Meghan Scott,randallhorn@adams-schmidt.com,001-972-461-1961,Shannontown,Trinidad and Tobago,45,Female,91764.24,1
CUST1192,Rebecca Nelson,mayjorge@yahoo.com,+1-545-814-0345x1573,New Thomasstad,Gambia,64,Female,40688.34,0
CUST1193,Miss Erika Phillips MD,jillmitchell@yahoo.com,(432)358-2935,West Williamchester,Tokelau,42,Other,7622.39,1
CUST1194,Dylan Armstrong,fgreene@yahoo.com,548.704.2189x0091,Walkerfort,Maldives,63,Male,18544.44,1
CUST1195,Amanda Miller,iholmes@coleman.com,(670)070-0123x7048,Port Tylershire,French Guiana,19,Male,32067.65,1
CUST1196,Matthew Gonzalez,michaelpowers@hotmail.com,(913)508-7341x470,Wilsonside,French Polynesia,42,Other,57614.08,1
CUST1197,Nicholas Edwards,parkerbrett@yahoo.com,054.882.1587x174,Lake Aprilmouth,Kiribati,41,Female,34192.88,0
CUST1198,James Rogers,nlong@gmail.com,2040076787,Mcdowellhaven,Samoa,30,Female,70555.68,0
CUST1199,Stacy James,ebeasley@williams-wilson.net,001-847-113-7883,Lake Anthony,Andorra,26,Female,38377.28,1
CUST1200,Thomas Pruitt,katherine91@yahoo.com,186.081.3063,Kennethview,Australia,49,Other,38475.0,1
CUST1201,Thomas Osborne,asmith@yahoo.com,(709)794-2166x123,South Anthonyport,French Polynesia,32,Other,94788.0,1
CUST1202,Keith Smith,dmendez@hotmail.com,303-833-8440,Angelaland,Slovakia (Slovak Republic),29,Female,36981.21,1
CUST1203,Kristen Walker,manningdominique@yahoo.com,(911)067-6872,North Robertfort,Timor-Leste,51,Female,34618.02,1
CUST1204,David Leonard,leonkim@aguilar-hanson.com,264-514-1156x175,Lake William,Greece,21,Female,11605.23,0
CUST1205,Ann Mcintosh,richtimothy@vaughan.com,(974)133-6594x17122,Port Seth,Jersey,38,Male,9264.32,1
CUST1206,David Roach,fbaldwin@thomas.org,8752755190,North Joshua,Chad,47,Male,78323.79,0
CUST1207,David Mendez,troy45@hotmail.com,+1-534-463-4645x44434,Lake Tylermouth,Bermuda,39,Male,40346.8,0
CUST1208,Austin Lee,tbyrd@mckenzie.biz,516-437-8079,East Kristina,Australia,52,Other,48338.2,0
CUST1209,William Martinez,pedwards@english-reed.com,759.640.1638x76521,Frankview,Palau,23,Other,73009.16,0
CUST1210,Christie Guzman,jgutierrez@gmail.com,001-852-722-5733x5734,Joelland,Sri Lanka,70,Male,74693.24,0
CUST1211,Benjamin Bentley,pwhite@yahoo.com,001-221-869-3880x642,Nicoleshire,Hungary,22,Male,30728.21,1
CUST1212,Victoria Reyes,gmitchell@curry.org,+1-792-318-8504x701,Stephensside,South Africa,58,Male,39848.14,0
CUST1213,Heather Cox,melissanolan@daugherty.com,(783)999-2048x783,Lake Johnchester,Azerbaijan,42,Other,97941.65,1
CUST1214,Jennifer Mclaughlin,turnerallen@gmail.com,907-889-7298,Baileychester,Norfolk Island,42,Female,46578.24,0
CUST1215,Alexis Hoffman,gilbertdustin@carlson.com,640.510.2925x10425,Port Darius,Nigeria,63,Male,90394.97,0
CUST1216,Larry Sutton,gary66@yahoo.com,001-742-988-6188x2232,Melissaland,Somalia,34,Male,47533.6,1
CUST1217,Jeffrey Franklin,ericluna@hotmail.com,394-859-2685,North Sandraton,Greenland,60,Other,13778.03,1
CUST1218,Lindsay Trujillo,matthew55@gmail.com,001-889-510-3314x42285,Dawnfurt,Azerbaijan,68,Male,21841.03,1
CUST1219,Christopher Ramirez,robertaguilar@conley-medina.biz,+1-698-192-1692x860,East Matthewburgh,Nepal,58,Other,65262.0,0
CUST1220,Theresa Rodriguez,stevenobrien@yahoo.com,001-499-112-2320x528,South Michaeltown,Saint Kitts and Nevis,37,Male,81485.1,1
CUST1221,Jessica Simmons,debbie90@gmail.com,+1-787-956-6315x1586,West Stacy,Malta,51,Other,42502.47,1
CUST1222,Ivan Watson,alec50@taylor.net,(640)357-5687x965,West Ericaberg,Saint Helena,56,Female,24565.81,0
